instant,date_day,season,year,month,holiday,weekday,workingday,weathersit,temp_day,atemp,humidity_day,windspeed_day,casual_day,registered_day,total_rentals_day,casual_ratio,registered_ratio,total_rentals_agg,casual_agg,registered_agg,temp_agg,humidity_agg,windspeed_agg,hour
357,2011-12-23,spring,2011,December,No Holiday,Friday,Working Day,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,0.07378904481665913,0.9262109551833408,2209,163,2046,0.37333333333333335,0.6862499999999999,0.27424583333333336,0
358,2011-12-24,spring,2011,December,No Holiday,Saturday,Non-Working Day,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,0.1533135509396637,0.8466864490603363,1011,155,856,0.3025,0.5425,0.1903041666666667,0
359,2011-12-25,spring,2011,December,No Holiday,Sunday,Non-Working Day,1,0.274783,0.279961,0.681304,0.155091,303,451,754,0.40185676392572944,0.5981432360742706,754,303,451,0.2747826086956522,0.681304347826087,0.1550913043478261,0
360,2011-12-26,spring,2011,December,Holiday,Monday,Non-Working Day,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,0.32649962034927865,0.6735003796507213,1317,430,887,0.32173913043478264,0.5069565217391304,0.23946521739130433,0
361,2011-12-27,spring,2011,December,No Holiday,Tuesday,Working Day,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,0.08864027538726334,0.9113597246127366,1162,103,1059,0.325,0.7625000000000001,0.18845,0
362,2011-12-28,spring,2011,December,No Holiday,Wednesday,Working Day,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,0.1107732406602954,0.8892267593397046,2302,255,2047,0.2991304347826087,0.5039130434782608,0.2939608695652174,0
363,2011-12-29,spring,2011,December,No Holiday,Thursday,Working Day,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,0.10482872472141973,0.8951712752785803,2423,254,2169,0.24833333333333332,0.5741666666666667,0.11941249999999999,0
364,2011-12-30,spring,2011,December,No Holiday,Friday,Working Day,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,0.16372124041347116,0.8362787595865289,2999,491,2508,0.3116666666666667,0.6366666666666666,0.1343375,0
365,2011-12-31,spring,2011,December,No Holiday,Saturday,Non-Working Day,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,0.2676056338028169,0.7323943661971831,2485,665,1820,0.41,0.6158333333333333,0.22015416666666665,0
366,2012-01-01,spring,2012,January,No Holiday,Sunday,Non-Working Day,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,0.2990409764603313,0.7009590235396687,2294,686,1608,0.37000000000000005,0.6925,0.19216666666666668,0
367,2012-01-02,spring,2012,January,Holiday,Monday,Non-Working Day,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,0.12506406970784215,0.8749359302921579,1951,244,1707,0.27304347826086955,0.38130434782608696,0.32966521739130433,0
368,2012-01-03,spring,2012,January,No Holiday,Tuesday,Working Day,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,0.03980322003577817,0.9601967799642218,2236,89,2147,0.15,0.44125,0.36567083333333333,0
369,2012-01-04,spring,2012,January,No Holiday,Wednesday,Working Day,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,0.04011824324324324,0.9598817567567568,2368,95,2273,0.1075,0.4145833333333333,0.1847,0
370,2012-01-05,spring,2012,January,No Holiday,Thursday,Working Day,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,0.042787286063569685,0.9572127139364304,3272,140,3132,0.2658333333333333,0.5241666666666667,0.1299875,0
371,2012-01-06,spring,2012,January,No Holiday,Friday,Working Day,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,0.0749145924841386,0.9250854075158614,4098,307,3791,0.33416666666666667,0.5420833333333334,0.16790833333333333,0
372,2012-01-07,spring,2012,January,No Holiday,Saturday,Non-Working Day,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,0.23667330236673303,0.763326697633267,4521,1070,3451,0.3933333333333333,0.5316666666666666,0.17475833333333335,0
373,2012-01-08,spring,2012,January,No Holiday,Sunday,Non-Working Day,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,0.17489051094890512,0.8251094890510949,3425,599,2826,0.33749999999999997,0.465,0.19154166666666664,0
374,2012-01-09,spring,2012,January,No Holiday,Monday,Working Day,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,0.04461279461279461,0.9553872053872053,2376,106,2270,0.22416666666666665,0.7016666666666667,0.0989,0
375,2012-01-10,spring,2012,January,No Holiday,Tuesday,Working Day,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,0.048082267926625906,0.951917732073374,3598,173,3425,0.30869565217391304,0.6465217391304349,0.18755217391304346,0
376,2012-01-11,spring,2012,January,No Holiday,Wednesday,Working Day,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,0.042259990813045475,0.9577400091869546,2177,92,2085,0.27416666666666667,0.8475,0.13122083333333334,0
377,2012-01-12,spring,2012,January,No Holiday,Thursday,Working Day,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,0.06565779838906517,0.9343422016109348,4097,269,3828,0.3825,0.8029166666666666,0.1809666666666667,0
378,2012-01-13,spring,2012,January,No Holiday,Friday,Working Day,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,0.054138145612943375,0.9458618543870566,3214,174,3040,0.27416666666666667,0.5075,0.3781083333333333,0
379,2012-01-14,spring,2012,January,No Holiday,Saturday,Non-Working Day,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,0.13357400722021662,0.8664259927797834,2493,333,2160,0.18000000000000002,0.4575,0.18718333333333334,0
380,2012-01-15,spring,2012,January,No Holiday,Sunday,Non-Working Day,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,0.12289052358286456,0.8771094764171354,2311,284,2027,0.16666666666666666,0.4191666666666667,0.2512583333333333,0
381,2012-01-16,spring,2012,January,Holiday,Monday,Non-Working Day,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,0.09442993907745866,0.9055700609225413,2298,217,2081,0.19000000000000003,0.5225,0.23135833333333333,0
382,2012-01-17,spring,2012,January,No Holiday,Tuesday,Working Day,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,0.043270868824531517,0.9567291311754685,2935,127,2808,0.3730434782608696,0.716086956521739,0.3491304347826087,0
383,2012-01-18,spring,2012,January,No Holiday,Wednesday,Working Day,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,0.032286729857819906,0.9677132701421801,3376,109,3267,0.30333333333333334,0.44333333333333336,0.4154291666666667,0
384,2012-01-19,spring,2012,January,No Holiday,Thursday,Working Day,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,0.03948967193195626,0.9605103280680437,3292,130,3162,0.19000000000000003,0.4975,0.22015833333333334,0
385,2012-01-20,spring,2012,January,No Holiday,Friday,Working Day,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,0.03635788808093582,0.9636421119190641,3163,115,3048,0.2175,0.45,0.20274999999999999,0
386,2012-01-21,spring,2012,January,No Holiday,Saturday,Non-Working Day,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,0.05149884704073789,0.9485011529592621,1301,67,1234,0.17333333333333334,0.8312499999999999,0.22264166666666665,0
387,2012-01-22,spring,2012,January,No Holiday,Sunday,Non-Working Day,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,0.09914011127971674,0.9008598887202832,1977,196,1781,0.1625,0.79625,0.1996375,0
388,2012-01-23,spring,2012,January,No Holiday,Monday,Working Day,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,0.05962171052631579,0.9403782894736842,2432,145,2287,0.21833333333333335,0.91125,0.11070833333333334,0
389,2012-01-24,spring,2012,January,No Holiday,Tuesday,Working Day,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,0.10117538603364831,0.8988246139663517,4339,439,3900,0.3425,0.8358333333333333,0.12376666666666668,0
390,2012-01-25,spring,2012,January,No Holiday,Wednesday,Working Day,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,0.10936768149882904,0.890632318501171,4270,467,3803,0.2941666666666667,0.6437499999999999,0.16107083333333333,0
391,2012-01-26,spring,2012,January,No Holiday,Thursday,Working Day,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,0.059877300613496935,0.9401226993865031,4075,244,3831,0.34166666666666673,0.7695833333333333,0.07339583333333334,0
392,2012-01-27,spring,2012,January,No Holiday,Friday,Working Day,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,0.07783564814814815,0.9221643518518519,3456,269,3187,0.425,0.74125,0.3426666666666667,0
393,2012-01-28,spring,2012,January,No Holiday,Saturday,Non-Working Day,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,0.19264230673626648,0.8073576932637335,4023,775,3248,0.31583333333333335,0.5433333333333333,0.21082916666666665,0
394,2012-01-29,spring,2012,January,No Holiday,Sunday,Non-Working Day,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,0.17206290471785385,0.8279370952821462,3243,558,2685,0.28250000000000003,0.31125,0.24004999999999999,0
395,2012-01-30,spring,2012,January,No Holiday,Monday,Working Day,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,0.0347682119205298,0.9652317880794702,3624,126,3498,0.26916666666666667,0.4008333333333333,0.2157916666666667,0
396,2012-01-31,spring,2012,January,No Holiday,Tuesday,Working Day,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,0.0718562874251497,0.9281437125748503,4509,324,4185,0.38999999999999996,0.4166666666666667,0.26181666666666664,0
397,2012-02-01,spring,2012,February,No Holiday,Wednesday,Working Day,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,0.06639004149377593,0.9336099585062241,4579,304,4275,0.4691666666666667,0.5079166666666667,0.1890666666666667,0
398,2012-02-02,spring,2012,February,No Holiday,Thursday,Working Day,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,0.050518479127891515,0.9494815208721085,3761,190,3571,0.39916666666666667,0.6729166666666666,0.18718749999999998,0
399,2012-02-03,spring,2012,February,No Holiday,Friday,Working Day,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151,0.07468079980727535,0.9253192001927246,4151,310,3841,0.31333333333333335,0.5266666666666667,0.17849583333333333,0
400,2012-02-04,spring,2012,February,No Holiday,Saturday,Non-Working Day,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,0.13559322033898305,0.864406779661017,2832,384,2448,0.26416666666666666,0.7795833333333334,0.12189583333333333,0
401,2012-02-05,spring,2012,February,No Holiday,Sunday,Non-Working Day,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,0.10790634543603665,0.8920936545639634,2947,318,2629,0.2658333333333333,0.6879166666666667,0.17599583333333335,0
402,2012-02-06,spring,2012,February,No Holiday,Monday,Working Day,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,0.054439746300211415,0.9455602536997886,3784,206,3578,0.2826086956521739,0.6221739130434782,0.1538,0
403,2012-02-07,spring,2012,February,No Holiday,Tuesday,Working Day,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,0.04548571428571429,0.9545142857142858,4375,199,4176,0.3541666666666667,0.49625,0.14737916666666667,0
404,2012-02-08,spring,2012,February,No Holiday,Wednesday,Working Day,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,0.03890078515346181,0.9610992148465382,2802,109,2693,0.25666666666666665,0.7229166666666668,0.13372083333333332,0
405,2012-02-09,spring,2012,February,No Holiday,Thursday,Working Day,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,0.04255874673629243,0.9574412532637075,3830,163,3667,0.265,0.5620833333333334,0.1940375,0
406,2012-02-10,spring,2012,February,No Holiday,Friday,Working Day,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,0.059253458626990343,0.9407465413730096,3831,227,3604,0.2808333333333333,0.54,0.11692916666666668,0
407,2012-02-11,spring,2012,February,No Holiday,Saturday,Non-Working Day,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,0.08852005532503458,0.9114799446749654,2169,192,1977,0.22416666666666665,0.7312500000000001,0.2897958333333333,0
408,2012-02-12,spring,2012,February,No Holiday,Sunday,Non-Working Day,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529,0.04774362328319163,0.9522563767168084,1529,73,1456,0.1275,0.46458333333333335,0.4092125,0
409,2012-02-13,spring,2012,February,No Holiday,Monday,Working Day,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,0.027469316189362946,0.972530683810637,3422,94,3328,0.2225,0.41125000000000006,0.16728333333333334,0
410,2012-02-14,spring,2012,February,No Holiday,Tuesday,Working Day,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,0.03442121366649668,0.9655787863335034,3922,135,3787,0.31916666666666665,0.50875,0.14117916666666666,0
411,2012-02-15,spring,2012,February,No Holiday,Wednesday,Working Day,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,0.03382106020628448,0.9661789397937155,4169,141,4028,0.34833333333333333,0.53125,0.1816,0
412,2012-02-16,spring,2012,February,No Holiday,Thursday,Working Day,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,0.024625623960066557,0.9753743760399335,3005,74,2931,0.31666666666666665,0.7529166666666667,0.09142499999999999,0
413,2012-02-17,spring,2012,February,No Holiday,Friday,Working Day,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,0.08401540683678382,0.9159845931632162,4154,349,3805,0.3433333333333333,0.6345833333333334,0.2058458333333333,0
414,2012-02-18,spring,2012,February,No Holiday,Saturday,Non-Working Day,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,0.3323297823066234,0.6676702176933765,4318,1435,2883,0.3466666666666667,0.5345833333333333,0.19092916666666668,0
415,2012-02-19,spring,2012,February,No Holiday,Sunday,Non-Working Day,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,0.2298252138341391,0.7701747861658609,2689,618,2071,0.27999999999999997,0.5158333333333334,0.2531125,0
416,2012-02-20,spring,2012,February,Holiday,Monday,Non-Working Day,1,0.28,0.273391,0.507826,0.229083,502,2627,3129,0.16043464365612017,0.8395653563438799,3129,502,2627,0.28,0.5078260869565218,0.2290826086956522,0
417,2012-02-21,spring,2012,February,No Holiday,Tuesday,Working Day,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,0.04315594387079693,0.9568440561292031,3777,163,3614,0.28782608695652173,0.5943478260869565,0.2057173913043478,0
418,2012-02-22,spring,2012,February,No Holiday,Wednesday,Working Day,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,0.08254766394301279,0.9174523360569872,4773,394,4379,0.3958333333333333,0.5679166666666666,0.23447083333333332,0
419,2012-02-23,spring,2012,February,No Holiday,Thursday,Working Day,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,0.10193599367838799,0.898064006321612,5062,516,4546,0.45416666666666666,0.5545833333333333,0.1909125,0
420,2012-02-24,spring,2012,February,No Holiday,Friday,Working Day,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487,0.07054774878118726,0.9294522512188127,3487,246,3241,0.4075,0.7374999999999999,0.23756666666666668,0
421,2012-02-25,spring,2012,February,No Holiday,Saturday,Non-Working Day,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,0.11603221083455344,0.8839677891654466,2732,317,2415,0.29083333333333333,0.3958333333333333,0.4216416666666667,0
422,2012-02-26,spring,2012,February,No Holiday,Sunday,Non-Working Day,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,0.1519622307465329,0.8480377692534671,3389,515,2874,0.2791666666666667,0.41,0.20522916666666668,0
423,2012-02-27,spring,2012,February,No Holiday,Monday,Working Day,1,0.366667,0.357954,0.490833,0.268033,253,4069,4322,0.05853771402128644,0.9414622859787135,4322,253,4069,0.3666666666666667,0.4908333333333333,0.26803333333333335,0
424,2012-02-28,spring,2012,February,No Holiday,Tuesday,Working Day,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,0.0524868209947284,0.9475131790052717,4363,229,4134,0.3591666666666667,0.3958333333333333,0.19341666666666668,0
425,2012-02-29,spring,2012,February,No Holiday,Wednesday,Working Day,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,0.03544165757906216,0.9645583424209379,1834,65,1769,0.3443478260869565,0.8047826086956522,0.1791173913043478,0
426,2012-03-01,spring,2012,March,No Holiday,Thursday,Working Day,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,0.06513026052104208,0.9348697394789579,4990,325,4665,0.48583333333333334,0.6154166666666666,0.2269875,0
427,2012-03-02,spring,2012,March,No Holiday,Friday,Working Day,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,0.07701941139636818,0.9229805886036319,3194,246,2948,0.35333333333333333,0.6570833333333334,0.14490416666666667,0
428,2012-03-03,spring,2012,March,No Holiday,Saturday,Non-Working Day,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,0.23512051155927202,0.764879488440728,4066,956,3110,0.4141666666666666,0.62125,0.16107916666666666,0
429,2012-03-04,spring,2012,March,No Holiday,Sunday,Non-Working Day,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,0.20742039146947122,0.7925796085305288,3423,710,2713,0.32583333333333336,0.4033333333333333,0.3345708333333333,0
430,2012-03-05,spring,2012,March,No Holiday,Monday,Working Day,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,0.06090609060906091,0.9390939093909391,3333,203,3130,0.24333333333333332,0.50625,0.2288583333333333,0
431,2012-03-06,spring,2012,March,No Holiday,Tuesday,Working Day,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,0.055864509605662284,0.9441354903943378,3956,221,3735,0.25833333333333336,0.4566666666666667,0.200875,0
432,2012-03-07,spring,2012,March,No Holiday,Wednesday,Working Day,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,0.08787632221318145,0.9121236777868186,4916,432,4484,0.40416666666666673,0.5133333333333333,0.3457791666666667,0
433,2012-03-08,spring,2012,March,No Holiday,Thursday,Working Day,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,0.0903010033444816,0.9096989966555183,5382,486,4896,0.5275,0.5675,0.4415625,0
434,2012-03-09,spring,2012,March,No Holiday,Friday,Working Day,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,0.09783322390019698,0.902166776099803,4569,447,4122,0.41083333333333333,0.4070833333333333,0.4148,0
435,2012-03-10,spring,2012,March,No Holiday,Saturday,Non-Working Day,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,0.23506556580864496,0.764934434191355,4118,968,3150,0.28750000000000003,0.35041666666666665,0.22575,0
436,2012-03-11,spring,2012,March,No Holiday,Sunday,Non-Working Day,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,0.33760944817756056,0.6623905518224394,4911,1658,3253,0.3617391304347826,0.4769565217391304,0.22258695652173915,0
437,2012-03-12,spring,2012,March,No Holiday,Monday,Working Day,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,0.15817289543223859,0.8418271045677614,5298,838,4460,0.46666666666666673,0.4891666666666667,0.2077125,0
438,2012-03-13,spring,2012,March,No Holiday,Tuesday,Working Day,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,0.13032324268855824,0.8696767573114418,5847,762,5085,0.5650000000000001,0.6175,0.23695,0
439,2012-03-14,spring,2012,March,No Holiday,Wednesday,Working Day,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312,0.1579531051964512,0.8420468948035488,6312,997,5315,0.5725,0.5070833333333333,0.1150625,0
440,2012-03-15,spring,2012,March,No Holiday,Thursday,Working Day,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,0.1623062015503876,0.8376937984496124,6192,1005,5187,0.5575,0.5795833333333333,0.14988333333333334,0
441,2012-03-16,spring,2012,March,No Holiday,Friday,Working Day,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378,0.12517131110095933,0.8748286888990406,4378,548,3830,0.43583333333333335,0.8420833333333334,0.11319166666666668,0
442,2012-03-17,spring,2012,March,No Holiday,Saturday,Non-Working Day,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,0.40262889229198573,0.5973711077080143,7836,3155,4681,0.5141666666666667,0.7558333333333334,0.11070416666666667,0
443,2012-03-18,spring,2012,March,No Holiday,Sunday,Non-Working Day,2,0.4725,0.464,0.81,0.126883,2207,3685,5892,0.3745756958587916,0.6254243041412084,5892,2207,3685,0.4725,0.81,0.12688333333333332,0
444,2012-03-19,spring,2012,March,No Holiday,Monday,Working Day,1,0.545,0.532821,0.72875,0.162317,982,5171,6153,0.15959694457987975,0.8404030554201203,6153,982,5171,0.545,0.7287499999999999,0.16231666666666666,0
445,2012-03-20,spring,2012,March,No Holiday,Tuesday,Working Day,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,0.17249302478253734,0.8275069752174626,6093,1051,5042,0.5608333333333334,0.8079166666666667,0.12127083333333333,0
446,2012-03-21,summer,2012,March,No Holiday,Wednesday,Working Day,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,0.18009630818619582,0.8199036918138042,6230,1122,5108,0.5316666666666666,0.82125,0.08955833333333334,0
447,2012-03-22,summer,2012,March,No Holiday,Thursday,Working Day,1,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,0.19414932324261389,0.8058506767573861,6871,1334,5537,0.5541666666666667,0.8312499999999999,0.1175625,0
448,2012-03-23,summer,2012,March,No Holiday,Friday,Working Day,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,0.29526429083951206,0.7047357091604879,8362,2469,5893,0.6016666666666667,0.6941666666666667,0.1163,0
449,2012-03-24,summer,2012,March,No Holiday,Saturday,Non-Working Day,2,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,0.30634638196915775,0.6936536180308422,3372,1033,2339,0.5025000000000001,0.8854166666666666,0.19278333333333333,0
450,2012-03-25,summer,2012,March,No Holiday,Sunday,Non-Working Day,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,0.3066453162530024,0.6933546837469976,4996,1532,3464,0.4375,0.8808333333333334,0.22077500000000003,0
451,2012-03-26,summer,2012,March,No Holiday,Monday,Working Day,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558,0.14303706369197552,0.8569629363080244,5558,795,4763,0.4458333333333333,0.4779166666666666,0.38682083333333334,0
452,2012-03-27,summer,2012,March,No Holiday,Tuesday,Working Day,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,0.10407683261466091,0.8959231673853391,5102,531,4571,0.3233333333333333,0.29,0.18719166666666667,0
453,2012-03-28,summer,2012,March,No Holiday,Wednesday,Working Day,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698,0.11828711828711828,0.8817128817128818,5698,674,5024,0.4841666666666667,0.48125,0.2916708333333333,0
454,2012-03-29,summer,2012,March,No Holiday,Thursday,Working Day,1,0.494167,0.482304,0.439167,0.31965,834,5299,6133,0.13598565139409752,0.8640143486059025,6133,834,5299,0.49416666666666664,0.43916666666666665,0.31965,0
455,2012-03-30,summer,2012,March,No Holiday,Friday,Working Day,2,0.37,0.375621,0.580833,0.138067,796,4663,5459,0.14581425169444953,0.8541857483055505,5459,796,4663,0.37000000000000005,0.5808333333333333,0.13806666666666667,0
456,2012-03-31,summer,2012,March,No Holiday,Saturday,Non-Working Day,2,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,0.36904570970328787,0.6309542902967121,6235,2301,3934,0.42416666666666664,0.7383333333333333,0.25061666666666665,0
457,2012-04-01,summer,2012,April,No Holiday,Sunday,Non-Working Day,2,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,0.3885118357887767,0.6114881642112233,6041,2347,3694,0.42583333333333334,0.67625,0.17226666666666668,0
458,2012-04-02,summer,2012,April,No Holiday,Monday,Working Day,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,0.20350404312668463,0.7964959568733153,5936,1208,4728,0.4339130434782609,0.5043478260869565,0.3121391304347826,0
459,2012-04-03,summer,2012,April,No Holiday,Tuesday,Working Day,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,0.19905493207324276,0.8009450679267572,6772,1348,5424,0.4666666666666666,0.39666666666666667,0.10013333333333334,0
460,2012-04-04,summer,2012,April,No Holiday,Wednesday,Working Day,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,0.16438781852082038,0.8356121814791796,6436,1058,5378,0.5416666666666666,0.4695833333333333,0.180975,0
461,2012-04-05,summer,2012,April,No Holiday,Thursday,Working Day,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457,0.18460585411181663,0.8153941458881834,6457,1192,5265,0.435,0.3741666666666667,0.21952916666666666,0
462,2012-04-06,summer,2012,April,No Holiday,Friday,Working Day,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,0.27972136222910216,0.7202786377708978,6460,1807,4653,0.4033333333333333,0.3770833333333334,0.3003875,0
463,2012-04-07,summer,2012,April,No Holiday,Saturday,Non-Working Day,1,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,0.47425988041417527,0.5257401195858247,6857,3252,3605,0.4375,0.2541666666666667,0.27487083333333334,0
464,2012-04-08,summer,2012,April,No Holiday,Sunday,Non-Working Day,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,0.4314180692590443,0.5685819307409556,5169,2230,2939,0.5,0.2758333333333333,0.23259583333333333,0
465,2012-04-09,summer,2012,April,No Holiday,Monday,Working Day,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,0.162041181736795,0.8379588182632051,5585,905,4680,0.4891666666666667,0.3175,0.3581958333333333,0
466,2012-04-10,summer,2012,April,No Holiday,Tuesday,Working Day,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,0.13839134842852316,0.8616086515714768,5918,819,5099,0.4466666666666667,0.435,0.249375,0
467,2012-04-11,summer,2012,April,No Holiday,Wednesday,Working Day,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,0.09913615795968737,0.9008638420403127,4862,482,4380,0.348695652173913,0.46956521739130436,0.2952739130434782,0
468,2012-04-12,summer,2012,April,No Holiday,Thursday,Working Day,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,0.12257348863006101,0.877426511369939,5409,663,4746,0.39749999999999996,0.46625,0.2904291666666667,0
469,2012-04-13,summer,2012,April,No Holiday,Friday,Working Day,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,0.19568615192247577,0.8043138480775243,6398,1252,5146,0.44250000000000006,0.4083333333333334,0.15547083333333334,0
470,2012-04-14,summer,2012,April,No Holiday,Saturday,Non-Working Day,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,0.3746648793565684,0.6253351206434317,7460,2795,4665,0.49500000000000005,0.5029166666666667,0.19091666666666665,0
471,2012-04-15,summer,2012,April,No Holiday,Sunday,Non-Working Day,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,0.39904655075715084,0.6009534492428491,7132,2846,4286,0.6066666666666667,0.5079166666666667,0.22512916666666669,0
472,2012-04-16,summer,2012,April,Holiday,Monday,Non-Working Day,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,0.1880690737833595,0.8119309262166405,6370,1198,5172,0.6641666666666667,0.5616666666666666,0.28482916666666663,0
473,2012-04-17,summer,2012,April,No Holiday,Tuesday,Working Day,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,0.14781049170527574,0.8521895082947243,6691,989,5702,0.6083333333333333,0.39041666666666663,0.27362916666666665,0
474,2012-04-18,summer,2012,April,No Holiday,Wednesday,Working Day,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367,0.07945958323792077,0.9205404167620792,4367,347,4020,0.4633333333333333,0.5691666666666667,0.1679125,0
475,2012-04-19,summer,2012,April,No Holiday,Thursday,Working Day,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,0.12886519421172887,0.8711348057882712,6565,846,5719,0.49833333333333335,0.6124999999999999,0.06592916666666666,0
